Date,Hardware Identifier,What Failed,Description of Failure,Action Taken
8/1/2007 16:18,node 71,DISK,replaced 73gig drive sdi,REPLACE
8/1/2007 16:18,node 91,DISK,replaced 73gig drive sdi,REPLACE
8/1/2007 16:19,node 92,DISK,passed speed test,DIAGNOSTICS
8/1/2007 16:19,node 107,DISK,replaced 73gig drive sdb,REPLACE
8/1/2007 16:20,node 237,DISK,Replaced ds2100 scsi cable terminator and sdd problem still exists.  next day - swapped top ds2100 drives with bottom ds2100 drives error cleared.,SWAP
8/1/2007 16:20,node 782,DIMM,12 pdt entries on dimm 0A,DIAGNOSTICS
8/2/2007 16:31,node 134,DISK,replaced 73gig drive sde,REPLACE
8/2/2007 16:31,node 135,DISK,replaced 73gig drive sde,REPLACE
8/2/2007 16:31,node 138,DISK,replaced 73gig drive sdb,REPLACE
8/2/2007 16:32,node 145,DISK,passed speed test,DIAGNOSTICS
8/2/2007 16:32,node 193,DISK,passed speed test,DIAGNOSTICS
8/2/2007 16:32,node 504,DIMM,1 pdt entry on dimm 1A,DIAGNOSTICS
8/3/2007 17:07,node 237,CNTLR,moved scsi cables from top ds2100 to bottom ds2100 problem stayed with top ds2100 replaced ds2100,REPLACE
8/3/2007 17:09,node 782,DIMM,70 pdt entries on dimm 0A,DIAGNOSTICS
8/6/2007 17:17,node 507,SCSI_BP,replaced internal drive backplane,REPLACE
8/6/2007 17:17,node 820,DIMM,replaced 1gig dimm 0A,REPLACE
8/6/2007 17:18,node 941,PLATFORM,replaced system board,REPLACE
8/6/2007 17:22,node 967,PS,replaced power supply,REPLACE
8/6/2007 17:23,Lustre Storage System 07,HSV,replaced 72gig drive 9/11,REPLACE
8/6/2007 17:24,node 204,DISK,replaced 73gig drive sdi,REPLACE
8/6/2007 17:24,node 222,DISK,replaced 73gig drive sdb,REPLACE
8/6/2007 17:25,node 229,DISK,passed speed test,DIAGNOSTICS
8/6/2007 17:25,node 230,DISK,replaced 73gig drive sdi,REPLACE
8/6/2007 17:26,node 231,DISK,passed speed test,DIAGNOSTICS
8/6/2007 17:27,Lustre Storage System 07,HSV,replaced 73gig drive 11/7,REPLACE
8/6/2007 17:28,Lustre Storage System 18,HSV,replaced 72gig drive 5/7,REPLACE
8/6/2007 17:28,Lustre Storage System 22,HSV,replaced 72gig drive 7/14,REPLACE
8/6/2007 17:28,Lustre Storage System 30,HSV,replaced 72gig drive 7/4,REPLACE
8/6/2007 17:29,Lustre Storage System 33,HSV,replaced 72gig drive 4/10,REPLACE
8/7/2007 17:37,node 554,DISK,replaced 73gig drive sdc,REPLACE
8/7/2007 17:38,Lustre Storage System 33,HSV,replaced 72gig drive 4/8,REPLACE
8/7/2007 17:38,node 59,SCSI_BP,replaced scsi backplane,REPLACE
8/7/2007 17:39,node 238,DISK,passed speed test,DIAGNOSTICS
8/7/2007 17:39,node 248,DISK,passed speed tests,DIAGNOSTICS
8/7/2007 17:40,node 255,DISK,passed speed tests,DIAGNOSTICS
8/7/2007 17:40,node 261,DISK,replaced 73gig drive sdg,REPLACE
8/7/2007 17:40,node 269,DISK,replaced 73gig drive sdi,REPLACE
8/7/2007 17:41,node 425,ELAN4,rebooted node saw network fine ran diagnostics passed returned to cluster,DIAGNOSTICS
8/8/2007 13:29,node 153,DISK,replaced 73gig drive sdc,REPLACE
8/8/2007 13:30,node 538,OS,rebooted node and returned to cluster,REBOOT
8/8/2007 13:30,node 547,OS,rebooted node and cleared error,REBOOT
8/9/2007 13:33,node 271,DISK,passed speed test,DIAGNOSTICS
8/9/2007 13:33,node 274,DISK,passed speed test,DIAGNOSTICS
8/9/2007 13:34,node 277,DISK,replaced 73gig drive sdh,REPLACE
8/9/2007 13:34,node 281,DISK,replaced 73gig drive sdc,REPLACE
8/9/2007 13:35,node 283,DISK,passed speed test,DIAGNOSTICS
8/9/2007 13:35,node 425,ELAN4,rebooted node reseated elan cable all diagnostics passed,REBOOT
8/9/2007 13:36,node 921,DIMM,78 pdt entries on dimm 0A,DIAGNOSTICS
8/10/2007 13:41,node 442,DISK,replaced 73gig drive sdf,REPLACE
8/10/2007 13:41,Lustre Storage System 03,HSV,replaced controller A,REPLACE
8/10/2007 13:42,Lustre Storage System 27,HSV,replaced 72gig drive 9/14,REPLACE
8/10/2007 13:43,node 163,DISK,replaced 73gig drive sdf,REPLACE
8/10/2007 13:43,node 303,DISK,system passed speed test,DIAGNOSTICS
8/10/2007 13:44,node 310,DISK,passed speed test,DIAGNOSTICS
8/10/2007 13:44,node 342,DISK,passed speed test,DIAGNOSTICS
8/10/2007 13:45,node 346,DISK,replaced 73gig drive sdh,REPLACE
8/10/2007 13:45,node 353,DISK,passed speed test,DIAGNOSTICS
8/13/2007 16:11,node 439,DISK,replaced 73gig drive sdi,REPLACE
8/13/2007 16:11,node 511,PS,crash due to failed power supply replaced and tested good,REPLACE
8/13/2007 16:12,node 839,OS,power cycled node and error cleared,REBOOT
8/13/2007 16:13,node 22,ELAN4,rebooted node reseated elan cable all diagnostics passed,REBOOT
8/13/2007 16:13,node 240,ELAN4,reseated cable at both ends node passed diagnostics,RESEAT
8/13/2007 16:14,node 507,PLATFORM,replaced system board first problem fixed now only seeing 4 gig memory reseated memory all shows good,REPLACE
8/14/2007 16:17,node 711,OS,dumping not set up yet rebooted node,REBOOT
8/14/2007 16:18,node 358,DISK,replaced 73gig drive sdb,REPLACE
8/14/2007 16:18,node 363,DISK,passed speed test,DIAGNOSTICS
8/14/2007 16:19,node 373,DISK,passed speed test,DIAGNOSTICS
8/14/2007 16:19,node 375,DISK,passed speed test,DIAGNOSTICS
8/14/2007 16:20,node 377,DISK,replaced 73gig drive sdb,REPLACE
8/15/2007 16:24,node 59,PLATFORM,replaced system board,REPLACE
8/15/2007 16:25,node 358,DISK,replaced 73gig drive sdi,REPLACE
8/15/2007 16:25,node 480,OS,rebooted node and returned to cluster,REBOOT
8/15/2007 16:26,node 371,DISK,replaced 73gig drive sde,REPLACE
8/15/2007 16:26,node 625,CONSOLE,problem was with Console Switch 67 replaced console and problem cleared,NONE
8/17/2007 16:33,node 537,DISK,replaced 73gig drive sdf,REPLACE
8/17/2007 16:33,node 564,OS,netdump not configured rebooted node and returned to cluster,REBOOT
8/17/2007 16:34,node 699,OS,netdump not configured rebooted node and returned to cluster,REBOOT
8/17/2007 16:35,node 917,DIMM,all hardware passed diagnostics,DIAGNOSTICS
8/17/2007 16:36,Console Switch 67,MISC,replaced cyclades problem cleared,REPLACE
8/17/2007 16:37,node 391,DISK,passed speed tests,DIAGNOSTICS
8/17/2007 16:37,node 400,DISK,passed speed test,DIAGNOSTICS
8/17/2007 16:38,node 405,DISK,replaced 73gig drive sdh,REPLACE
8/17/2007 16:38,node 430,DISK,passed speed test,DIAGNOSTICS
8/17/2007 16:39,node 440,DISK,passed speed test,DIAGNOSTICS
8/17/2007 16:39,Lustre Storage System 04,HSV,replaced 72gig drive 19/10,REPLACE
8/20/2007 16:51,node 163,CNTLR,replaced ds2100,REPLACE
8/20/2007 16:52,node 300,CABLE,replaced failing scsi cable,REPLACE
8/20/2007 16:53,Lustre Storage System 10,HSV,replaced batteries and returned array to service,REPLACE
8/20/2007 16:54,node 644,DIMM,all hardware passed diagnostics,DIAGNOSTICS
8/21/2007 15:59,node 300,CNTLR,replaced bottom ds2100,REPLACE
8/21/2007 16:00,node 442,DISK,passed speed test,DIAGNOSTICS
8/21/2007 16:00,node 445,DISK,passed speed tests,DIAGNOSTICS
8/21/2007 16:01,node 452,DISK,replaced 73gig drive sdf,REPLACE
8/21/2007 16:01,node 458,DISK,passed speed test,DIAGNOSTICS
8/21/2007 16:01,node 459,DISK,passed speed test,DIAGNOSTICS
8/22/2007 16:04,node 246,OS,started netdump didn't finish rebooted and returned to cluster,REBOOT
8/23/2007 16:05,node 81,DISK,replaced 73gig drive sdg,REPLACE
8/23/2007 16:05,node 488,ELAN4,reseated elan cable on both ends rebooted servers all diagnostics passed,RESEAT
8/23/2007 16:06,node 611,OS,rebooted node and returned to cluster,REBOOT
8/23/2007 16:06,node 705,DIMM,replaced 1gig dimm 3A,REPLACE
8/23/2007 16:07,node 941,OS,rebooted node and returned to cluster,REBOOT
8/23/2007 16:08,node 967,PLATFORM,crash due to bad system board replaced and returned to cluster,REPLACE
8/23/2007 16:08,node 203,DISK,replaced 73gig drive sdi,REPLACE
8/23/2007 16:09,node 823,DIMM,1 pdt entry on dimm 4A,DIAGNOSTICS
8/24/2007 16:14,node 203,DISK,replaced 73gig drive sdc,REPLACE
8/27/2007 15:52,node 431,CPU,crash dump pointed to cpu1 replaced,REPLACE
8/28/2007 15:53,node 451,DIMM,1 pdt entry on dimm 3A,DIAGNOSTICS
8/28/2007 15:54,Home Storage System 6,HSV,replaced 72gig drive 7/1,REPLACE
8/30/2007 15:55,node 449,DIMM,56 pdt entries on dimm 0A,DIAGNOSTICS
8/31/2007 15:56,node 264,DISK,replaced 36gig drive sda,REPLACE
8/31/2007 15:56,node 781,DIMM,replaced 1gig dimm 2A,REPLACE
8/31/2007 15:57,node 725,DISK,replaced 36gig drive sda,REPLACE
8/31/2007 15:57,node 760,DIMM,replaced 1gig dimm 2B,REPLACE
9/4/2007 15:59,node 13,DISK,System crash caused by failing drive replaced 73gig drive sdc,REPLACE
9/4/2007 16:00,node 178,DISK,replaced 73gig drive sdg,REPLACE
9/4/2007 16:00,node 300,DISK,replaced 73gig drive sdi,REPLACE
9/4/2007 16:01,node 341,DISK,replaced 36gig drive sda,REPLACE
9/4/2007 16:01,node 939,DISK,replaced 36gig drive sdb,REPLACE
9/4/2007 16:04,Lustre Storage System 16,HSV,replaced 72gig drive 9/3,REPLACE
9/4/2007 16:04,Lustre Storage System 17,HSV,replaced 72gig drive 1/5,REPLACE
9/4/2007 16:05,Lustre Storage System 24,HSV,replaced 73gig drive 2/4,REPLACE
9/4/2007 16:05,Lustre Storage System 26,HSV,replaced 72gig drive 6/5,REPLACE
9/5/2007 16:08,node 231,DISK,shutdown node reimaged customer ran scsi command passed passed speed test returned to cluster,DIAGNOSTICS
9/5/2007 16:09,node 609,DIMM,replaced 1gig dimm 1A,REPLACE
9/5/2007 16:09,node 850,DISK,replaced 36gig drive sdb,REPLACE
9/6/2007 16:14,node 341,CNTLR,replaced bottom ds2100,REPLACE
9/6/2007 16:15,node 341,CABLE,replaced bottom scsi cable,REPLACE
9/6/2007 16:15,node 341,DISK,replaced 73gig drive sdb,REPLACE
9/6/2007 16:16,node 30,DIMM,1 pdt entry on dimms 1A and 2A,DIAGNOSTICS
9/7/2007 16:17,node 9,DIMM,all hardware passed diagnostics,DIAGNOSTICS
9/10/2007 16:10,node 563,DISK,replaced 73gig drive sdc,REPLACE
9/10/2007 16:10,node 666,DIMM,replaced 1gig dimm 1B,REPLACE
9/10/2007 16:11,node 753,DIMM,replaced 1gig dimm 2B,REPLACE
9/10/2007 16:11,node 762,FAN,System failure was caused by fan replaced left fan #1,REPLACE
9/10/2007 16:35,node 892,DIMM,replaced 1gig dimm 2B,REPLACE
9/10/2007 16:36,node 43,DISK,passed speed test,DIAGNOSTICS
9/10/2007 16:36,node 267,DISK,replaced 73gig drive sdh,REPLACE
9/10/2007 16:36,node 349,DISK,replaced 73gig drive sdi,REPLACE
9/10/2007 16:37,node 445,DISK,replaced 73gig drive sdg,REPLACE
9/10/2007 16:38,node 544,DISK,replaced 73gig drive sdc,REPLACE
9/10/2007 16:39,node 560,DISK,replaced 73gig drive sdf,REPLACE
9/10/2007 16:39,node 717,DIMM,replaced 1gig dimm 3a,REPLACE
9/10/2007 16:40,node 906,DISK,replaced 36gig drive sdb,REPLACE
9/10/2007 16:40,node 923,DISK,replaced 36gig drive sda,REPLACE
9/11/2007 16:04,node 445,DISK,replaced 73gig drive sdh,REPLACE
9/11/2007 16:04,node 544,DISK,replaced 73gig drive sdf,REPLACE
9/11/2007 16:05,node 717,DIMM,replaced 1gig dimm 3B,REPLACE
9/12/2007 16:07,node 314,DISK,replaced 73gig drive sdg,REPLACE
9/12/2007 16:07,node 809,DIMM,replaced 1gig dimm 0A due to failing memtest,REPLACE
9/12/2007 16:08,Lustre Storage System 17,HSV,replaced 72gig drive 3/13,REPLACE
9/12/2007 16:08,Lustre Storage System 25,HSV,replaced 72gig drive 1/7,REPLACE
9/14/2007 16:09,node 3,MISC,replaced system board due to vrm issue didn't fix problem troubleshot problem down to cpu0 power moved cpu1 and cpu1 power to cpu0 slot installed cpu0 and new power pod into cpu1 slot,REPLACE
9/17/2007 16:10,node 313,DISK,replaced 73gig drive sdc,REPLACE
9/17/2007 16:10,node 318,DISK,replaced 73gig drive sdc,REPLACE
9/17/2007 16:11,node 558,DISK,replaced 73gig drive sdi,REPLACE
9/17/2007 16:12,node 691,DISK,replaced 36gig drive sda,REPLACE
9/17/2007 16:12,node 705,DIMM,8 pdt entries on dimm 3A,DIAGNOSTICS
9/17/2007 16:13,node 826,DIMM,replaced 1gig dimm 3B,REPLACE
9/17/2007 16:15,node 586,PLATFORM,replaced system board,REPLACE
9/18/2007 16:27,Home Storage System 4,HSV,replaced blower 2 on enclosure 2,REPLACE
9/18/2007 16:27,node 558,PLATFORM,replaced system board,REPLACE
9/18/2007 16:28,node 848,PLATFORM,replaced system board due to lan failure,REPLACE
9/19/2007 16:29,node 413,DISK,replaced 73gig drive sdh,REPLACE
9/19/2007 16:30,node 478,DISK,replaced 36gig drive sdd,REPLACE
9/19/2007 16:30,node 557,DIMM,2 pdt entries on dimm 5B 1 pdt entry on dimms 1A and 5A,DIAGNOSTICS
9/20/2007 16:33,node 425,ELAN4,replaced elan cable,REPLACE
9/24/2007 16:34,node 457,DISK,replaced 73gig drive sdi,REPLACE
9/24/2007 16:34,node 574,DIMM,replaced 1gig dimm 2A,REPLACE
9/26/2007 16:36,Lustre Storage System 03,HSV,replaced 72gig drive 9/13,REPLACE
9/26/2007 16:36,Lustre Storage System 20,HSV,replaced 72gig drive 10/10,REPLACE
9/26/2007 16:37,Lustre Storage System 20,HSV,replaced 72gig drive 15/2,REPLACE
9/27/2007 15:31,node 25,DISK,replaced 36gig drive sdd,REPLACE
9/27/2007 15:31,node 503,DISK,replaced 73gig drive sdi,REPLACE
9/27/2007 15:32,Lustre Storage System 08,HSV,replaced 72gig drive 2/4,REPLACE
9/28/2007 15:37,node 36,CPU,replaced cpu0 due to mca error,REPLACE
9/28/2007 15:37,node 541,DIMM,1 pdt entry on dimm 3B,DIAGNOSTICS
9/28/2007 15:38,node 635,DIMM,replaced 1gig dimm 1A,REPLACE
10/1/2007 10:02,node 315,PS,replaced power supply,REPLACE
10/1/2007 10:03,node 353,DIMM,all hardware passed diagnostics,DIAGNOSTICS
10/1/2007 10:03,node 353,DISK,replaced 73gig drive sdc,REPLACE
10/1/2007 10:03,node 353,DISK,replaced 73gig drive sdg,REPLACE
10/1/2007 10:04,node 353,DISK,replaced 73gig drive sdh,REPLACE
10/1/2007 10:04,node 407,SCSI_BP,replaced internal I/O backplane,REPLACE
10/1/2007 10:18,node 967,CPU,replaced cpu0,REPLACE
10/1/2007 10:19,node 153,CNTLR,replaced bottom ds2100,REPLACE
10/1/2007 10:23,node 422,ELAN4,reseated cable can now see network and passed elan diagnostics,RESEAT
10/2/2007 10:47,node 851,DISK,replaced 36gig drive sdb,REPLACE
10/2/2007 10:48,node 407,DISK,replaced 73gig drive sdg,REPLACE
10/3/2007 10:50,node 407,DISK,replaced 73gig drive sdh,REPLACE
10/3/2007 10:51,node 407,CABLE,replaced internal scsi cable A,REPLACE
10/3/2007 10:52,node 851,DISK,replaced 36gig drive sda,REPLACE
10/3/2007 10:52,node 851,DISK,replaced 36gig drive sdb,REPLACE
10/3/2007 10:53,node 248,MISC,after extensive troubleshooting problem was found to be power pod 1 replaced and tested good.,REPLACE
10/3/2007 10:53,Lustre Storage System 10,HSV,replaced 72gig drive 7/12,REPLACE
10/3/2007 10:54,Lustre Storage System 18,HSV,replaced 72gig drive 7/14,REPLACE
10/5/2007 10:55,node 74,DISK,replaced 73gig drive sdb,REPLACE
10/5/2007 10:56,node 277,DISK,replaced 73gig drive sdg,REPLACE
10/5/2007 10:56,node 407,PLATFORM,replaced system board due to I/O errors,REPLACE
10/5/2007 10:57,node 666,DIMM,replaced 1gig dimm 1A,REPLACE
10/5/2007 10:57,Home Storage System 7,HSV,replaced 72gig drive 10/9,REPLACE
10/8/2007 11:09,node 692,DISK,replaced 36gig drive sda,REPLACE
10/8/2007 11:10,Lustre Storage System 21,HSV,replaced 72gig drive 3/3,REPLACE
10/9/2007 11:15,node 283,DISK,replaced 36gig drive sda,REPLACE
10/9/2007 11:16,node 283,DISK,replaced 73gig drive sdb,REPLACE
10/9/2007 11:18,node 283,DISK,replaced 73gig drive sdc,REPLACE
10/9/2007 11:19,node 283,CABLE,replaced scsi cable to bottom ds2100,REPLACE
10/9/2007 11:20,node 602,DIMM,replaced 1gig dimm 3A,REPLACE
10/9/2007 11:20,node 326,DIMM,1 pdt entry on dimm 1B,DIAGNOSTICS
10/10/2007 11:22,Lustre Storage System 09,HSV,replaced controller A due to multiple cache errors,REPLACE
10/10/2007 11:23,Lustre Storage System 29,HSV,replaced 72gig drive 1/3,REPLACE
10/11/2007 11:23,node 826,DIMM,74 pdt entries on dimm 3A,DIAGNOSTICS
10/12/2007 11:24,Lustre Storage System 33,HSV,replaced 72gig drive 4/13,REPLACE
10/12/2007 11:24,Console Switch 59,OS,rebooted server came back good will do nothing now,REBOOT
10/15/2007 11:25,node 210,DIMM,replaced 1gig dimm 2B,REPLACE
10/15/2007 11:26,Console Switch 59,OS,Rebooted server came back fine if happens again in the next week or so will replace,REBOOT
10/17/2007 15:38,node 466,OS,Dump didn't finish rebooted node and returned to cluster,REBOOT
10/17/2007 15:39,node 826,DIMM,replaced 1gig dimm 3A due to 100 pdt entries,REPLACE
10/17/2007 15:40,node 745,DIMM,replaced 1gig dimm 0A,REPLACE
10/18/2007 15:41,node 87,DISK,replaced 73gig drive sdb,REPLACE
10/18/2007 15:41,node 752,DIMM,replaced 1gig dimm 3A,REPLACE
10/18/2007 15:42,node 752,DIMM,replaced 512mb dimm 5B,REPLACE
10/18/2007 15:43,Lustre Storage System 07,HSV,Controller 57a3 rebooted due to L2 cache parity error will monitor and if it happens again will replace,REBOOT
10/18/2007 15:44,Lustre Storage System 29,HSV,Controller 0306 rebooted due to L2 cache parity error will monitor and if it happens again will replace,REBOOT
10/19/2007 15:45,node 276,DISK,replaced 73gig drive sdg,REPLACE
10/22/2007 15:46,node 334,DISK,replaced 36gig drive sda,REPLACE
10/22/2007 15:47,node 391,DISK,replaced 73gig drive sdc,REPLACE
10/22/2007 15:47,node 894,CPU,replaced cpu1 due to 100 mc cache check errors,REPLACE
10/22/2007 15:48,node 54,PLATFORM,Battery clip broke while trying to replace battery replaced system board returned to cluster,REPLACE
10/22/2007 15:49,node 135,CPU,replaced cpu0 due to fan errors,REPLACE
10/22/2007 15:49,node 171,CPU,replaced cpu0 due to fan errors,REPLACE
10/22/2007 15:50,node 609,PLATFORM,Power cycled node to clear error,REBOOT
10/22/2007 15:51,node 649,ELAN4,reseated cable on both sides error came back need to troubleshoot some more through troubleshooting found that problem was with cable replaced and tested good.,REPLACE
10/22/2007 15:54,node 765,CPU,replaced cpu1 due to fan errors,REPLACE
10/22/2007 15:56,node 929,CPU,replaced cpu0 due to fan errors,REPLACE
10/23/2007 15:59,Console Switch 59,MISC,replaced with new cyclades as power cycling system didn't fix it,REPLACE
10/23/2007 16:01,Lustre Storage System 23,HSV,replaced 72gig drive 11/8,REPLACE
10/26/2007 16:06,node 741,DISK,replaced 36gig drive sda,REPLACE
10/26/2007 16:07,node 917,PS,logs pointed to power supply replaced rebooted returned to cluster,REPLACE
10/26/2007 16:08,Console Switch 71,MISC,replaced with new 32 port cyclades,REPLACE
10/26/2007 16:09,Lustre Storage System 01,HSV,replaced 72gig drive 1/5,REPLACE
10/26/2007 16:10,Lustre Storage System 25,HSV,replaced blower 2 on disk enclosure 3,REPLACE
10/26/2007 16:11,Lustre Storage System 28,HSV,replaced 72gig drive 7/1,REPLACE
10/29/2007 16:13,node 210,DIMM,2 pdt entries on dimm 0A,DIAGNOSTICS
10/29/2007 16:14,node 232,DIMM,4 pdt entries on dimms 2A 4A 0B and 1A,DIAGNOSTICS
10/29/2007 16:15,Lustre Storage System 04,HSV,replaced 72gig drive 17/6,REPLACE
10/29/2007 16:16,Lustre Storage System 15,HSV,replaced 72gig drive 11/5,REPLACE
10/29/2007 16:16,Lustre Storage System 24,HSV,replaced 72gig drive 2/10,REPLACE
11/2/2007 10:38,node 67,CPU,replaced cpu0 due to errors,REPLACE
11/2/2007 10:38,node 655,DIMM,replaced 1gig dimm 1A,REPLACE
11/2/2007 10:39,node 914,DIMM,replaced 1gig dimm 2A,REPLACE
11/5/2007 10:40,node 543,OS,Troubleshot node no trouble found returned to cluster,REBOOT
11/5/2007 10:40,node 662,DIMM,replaced 1gig dimm 2A,REPLACE
11/6/2007 10:41,Lustre Storage System 32,HSV,replaced 72gig drive 10/13,REPLACE
11/7/2007 16:37,Lustre Storage System 22,HSV,controller rebooted with above error if it happens again soon will replace,REBOOT
11/7/2007 16:38,node 303,DISK,replaced 73gig drive sdg,REPLACE
11/8/2007 16:39,node 415,CPU,MCA error tool pointed to cpu1 replaced and returned to cluster,REPLACE
11/9/2007 16:41,node 401,DIMM,1 pdt entry on dimm 1A,DIAGNOSTICS
11/9/2007 16:41,Quadrics Switch 0 Top Level 00,ELAN4,replaced blade 4 due to above crc errors,REPLACE
11/12/2007 16:45,node 198,DISK,replaced 73gig drive sdc,REPLACE
11/12/2007 16:45,node 198,DISK,replaced 73gig drive sdf,REPLACE
11/12/2007 16:46,node 274,DISK,replaced 73gig drive sde,REPLACE
11/12/2007 16:47,node 281,DISK,replaced 73gig drive sdi,REPLACE
11/12/2007 16:47,node 281,DISK,replaced 73gig drive sdb,REPLACE
11/12/2007 16:48,node 281,DISK,replaced 73gig drive sdh,REPLACE
11/12/2007 16:49,node 283,DISK,replaced 73gig drive sdf,REPLACE
11/12/2007 16:49,node 290,DISK,replaced 73gig drive sdg,REPLACE
11/12/2007 16:51,node 303,DISK,replaced 73gig drive sdc,REPLACE
11/12/2007 16:51,node 308,DISK,replaced 73gig drive sde,REPLACE
11/12/2007 16:52,node 310,DISK,replaced 73gig drive sdf,REPLACE
11/12/2007 16:52,node 310,DISK,replaced 73gig drive sdi,REPLACE
11/12/2007 16:53,node 310,DISK,replaced 73gig drive sdb,REPLACE
11/12/2007 16:53,node 310,DISK,replaced 73gig drive sdh,REPLACE
11/12/2007 16:54,node 328,DISK,replaced 73gig drive sdc,REPLACE
11/12/2007 16:54,node 334,DISK,replaced 73gig drive sdf,REPLACE
11/12/2007 16:55,node 337,DISK,replaced 73gig drive sdf,REPLACE
11/12/2007 16:55,node 359,DISK,replaced 73gig drive sdg,REPLACE
11/12/2007 16:56,node 363,DISK,replaced 73gig drive sdi,REPLACE
11/12/2007 16:56,node 363,DISK,replaced 73gig drive sdh,REPLACE
11/12/2007 16:57,node 375,DISK,replaced 73gig drive sdf,REPLACE
11/12/2007 16:57,node 383,DISK,replaced 73gig drive sdi,REPLACE
11/12/2007 16:58,node 386,DISK,replaced 73gig drive sdi,REPLACE
11/12/2007 16:59,node 402,DISK,replaced 73gig drive dsb,REPLACE
11/12/2007 16:59,node 408,DISK,replaced 73gig drive sdh,REPLACE
11/12/2007 16:59,node 432,DISK,replaced 73gig drive sdc,REPLACE
11/12/2007 17:00,node 432,DISK,replaced 73gig drive sdi,REPLACE
11/12/2007 17:00,node 444,DISK,replaced 73gig drive sdg,REPLACE
11/12/2007 17:01,node 444,DISK,replaced 73gig drive sdb,REPLACE
11/12/2007 17:01,node 445,DISK,replaced 73gig drive sdf,REPLACE
11/12/2007 17:02,node 445,DISK,replaced 73gig drive sdi,REPLACE
11/12/2007 17:03,node 447,DISK,replaced 73gig drive sdh,REPLACE
11/12/2007 17:03,node 452,DISK,replaced 36gig drive sdd,REPLACE
11/12/2007 17:04,node 475,DISK,replaced 36gig drive sdd,REPLACE
11/12/2007 17:05,node 513,DISK,replaced 36gig drive sdd,REPLACE
11/12/2007 17:05,node 540,DISK,replaced 73gig drive sde,REPLACE
11/12/2007 17:06,node 550,DISK,replaced 73gig drive sdf,REPLACE
11/12/2007 17:07,node 554,DISK,replaced 73gig drive sdi,REPLACE
11/12/2007 17:07,node 584,DISK,replaced 36gig drive sdb,REPLACE
11/12/2007 17:08,node 721,DISK,replaced 36gig drive sda,REPLACE
11/12/2007 17:08,node 822,DISK,replaced 36gig drive sdd,REPLACE
11/12/2007 17:09,node 839,DISK,replaced 36gig drive sda,REPLACE
11/12/2007 17:09,Lustre Storage System 02,HSV,replaced cache batteries in controller B,REPLACE
11/12/2007 17:10,Lustre Storage System 08,HSV,replaced 72gig drive 1/4,REPLACE
11/12/2007 17:11,Lustre Storage System 10,HSV,replaced sfp transceiver on top enclosure right I/O card top port,REPLACE
11/12/2007 17:12,Lustre Storage System 33,HSV,replaced 72gig drive 5/8,REPLACE
11/12/2007 17:12,Core Switch,PS,replaced failed power supply #2,REPLACE
11/12/2007 17:14,node 29,DISK,replaced 73gig drive sdg,REPLACE
11/12/2007 17:14,node 32,DISK,replaced 73gig drive sde,REPLACE
11/12/2007 17:15,node 53,DISK,replaced 73gig drive sdg,REPLACE
11/12/2007 17:15,node 56,DISK,replaced 36gig drive sda. didn't fix problemreimaged,REPLACE
11/12/2007 17:16,node 86,DISK,replaced 73gig drive sde,REPLACE
11/12/2007 17:16,node 98,DISK,replaced 73gig drive sdg,REPLACE
11/12/2007 17:17,node 132,DISK,replaced 73gig drive sdi,REPLACE
11/12/2007 17:18,node 133,PLATFORM,doesn't see sdg or sdh troubleshooting points to system board,PENDING
11/12/2007 17:19,node 151,DISK,replaced 73gig drive sdi,REPLACE
11/12/2007 17:19,node 153,DISK,replaced 36gig drive sdd,REPLACE
11/12/2007 17:19,node 363,MISC,replaced terminator on top ds2100,REPLACE
11/12/2007 17:20,node 495,DISK,replaced 73gig drive sdi,REPLACE
11/12/2007 17:20,node 496,DISK,replaced 36gig drive sda. didn't fix problem. need to troubleshoot more. rebooted node. all drives show up now?? reimaged good,REPLACE
11/12/2007 17:21,node 517,DISK,replaced 73gig drive sdf,REPLACE
11/12/2007 17:21,node 525,DISK,replaced 73gig drive sdi,REPLACE
11/12/2007 17:22,node 545,DISK,replaced 73gig drive sdh,REPLACE
11/12/2007 17:22,node 557,DISK,replaced 73gig drive sde,REPLACE
11/12/2007 17:23,node 569,OS,after testing and reimage no trouble found,REBOOT
11/12/2007 17:23,node 605,PLATFORM,replaced system board,REPLACE
11/13/2007 17:39,node 63,DISK,replaced 73gig drive sdh,REPLACE
11/13/2007 17:40,node 91,DISK,replaced 73gig drive sdg,REPLACE
11/13/2007 17:40,node 111,DISK,replaced 73gig drive sdh,REPLACE
11/13/2007 17:41,node 127,DISK,replaced 73gig drive sdi,REPLACE
11/13/2007 17:42,node 145,DISK,replaced 73gig drive sdc,REPLACE
11/13/2007 17:43,node 157,DISK,replaced 73gig drive sdc,REPLACE
11/13/2007 17:52,node 175,DISK,replaced 73gig drive sdg,REPLACE
11/13/2007 17:52,node 179,DISK,replaced 73gig drive sdb,REPLACE
11/13/2007 17:53,node 209,DISK,replaced 73gig drive sdb,REPLACE
11/13/2007 17:53,node 226,DISK,replaced 73gig drive sdb,REPLACE
11/13/2007 17:54,node 226,DISK,replaced 73gig drive sdg,REPLACE
11/13/2007 17:54,node 229,DISK,replaced 73gig drive sdi,REPLACE
11/13/2007 17:55,node 248,DISK,replaced 73gig drive sdb,REPLACE
11/13/2007 17:55,node 249,DISK,replaced 73gig drive sde,REPLACE
